"w_idx","islandName","baseDate","baseTime","fcstDate","fcstTime","POP","PTY","PCP","REH","SNO","SKY","TMP","TMN","TMX","UUU","VVV","WAV","VEC","WSD","insertDttm"
"13639","목포 외달도","20241103","1400","20241103","1500","0","0","강수없음","55","적설없음","1","22","","","-2.1","1.7","0","128","2.8","2024-11-03 14:00:01"
"13640","여수 송도","20241103","1400","20241103","1500","0","0","강수없음","60","적설없음","1","21","","","-4.7","-0.7","0.5","82","4.9","2024-11-03 14:00:01"
"13641","신안 옥도","20241103","1400","20241103","1500","0","0","강수없음","60","적설없음","1","21","","","-2.7","3.3","0.5","140","4.3","2024-11-03 14:00:01"
"13642","신안 기점소악도","20241103","1400","20241103","1500","0","0","강수없음","60","적설없음","1","22","","","0.8","1.5","0.5","208","1.7","2024-11-03 14:00:01"
"13643","보성 장도","20241103","1400","20241103","1500","0","0","강수없음","55","적설없음","1","21","","","-2.2","1.1","0","116","2.5","2024-11-03 14:00:01"
"13644","신안 선도","20241103","1400","20241103","1500","0","0","강수없음","60","적설없음","1","22","","","0.9","1.2","0.5","217","1.5","2024-11-03 14:00:01"
"13645","무안 탄도","20241103","1400","20241103","1500","0","0","강수없음","50","적설없음","1","22","","","-0.9","1.8","0","151","2.1","2024-11-03 14:00:01"
"13646","신안 고이도","20241103","1400","20241103","1500","0","0","강수없음","55","적설없음","1","22","","","-1","2.1","0.5","152","2.4","2024-11-03 14:00:01"
"13647","여수 연도","20241103","1400","20241103","1500","0","0","강수없음","55","적설없음","1","20","","","-5.6","-1","0.5","80","5.8","2024-11-03 14:00:01"
"13648","완도 생일도","20241103","1400","20241103","1500","0","0","강수없음","65","적설없음","1","19","","","-4.9","-0.8","0.5","81","5.1","2024-11-03 14:00:01"
"13649","완도 소안도","20241103","1400","20241103","1500","0","0","강수없음","70","적설없음","1","21","","","-5.7","-0.2","0.5","88","5.8","2024-11-03 14:00:01"
"13650","진도 관매도","20241103","1400","20241103","1500","0","0","강수없음","70","적설없음","1","20","","","-6.3","2.6","0.5","112","6.9","2024-11-03 14:00:01"
"13651","진도 대마도","20241103","1400","20241103","1500","0","0","강수없음","70","적설없음","1","20","","","-6.3","2.6","0.5","112","6.9","2024-11-03 14:00:01"
"13652","여수 대횡간도","20241103","1400","20241103","1500","0","0","강수없음","55","적설없음","1","20","","","-5.6","-1","0.5","80","5.8","2024-11-03 14:00:01"
"13653","완도 금당도","20241103","1400","20241103","1500","0","0","강수없음","65","적설없음","1","20","","","-4.8","-0.4","0.5","85","4.9","2024-11-03 14:00:01"
"13654","완도 여서도","20241103","1400","20241103","1500","0","0","강수없음","65","적설없음","1","20","","","-5.3","-1","0.5","80","5.5","2024-11-03 14:00:01"
"13655","영광 안마도","20241103","1400","20241103","1500","0","0","강수없음","60","적설없음","1","21","","","1","1.6","0.5","212","1.9","2024-11-03 14:00:01"
"13656","신안 우이도","20241103","1400","20241103","1500","0","0","강수없음","65","적설없음","1","21","","","-2","3.3","0.5","148","3.9","2024-11-03 14:00:01"
"13657","여수 손죽도","20241103","1400","20241103","1500","0","0","강수없음","65","적설없음","1","21","","","-5.3","-1.4","0.5","75","5.6","2024-11-03 14:00:01"
"13658","신안 반월박지도","20241103","1700","20241103","1800","0","0","강수없음","75","적설없음","1","18","","","-0.3","2.7","0.5","172","2.7","2024-11-03 17:00:02"
"13659","고흥 연홍도","20241103","1700","20241103","1800","0","0","강수없음","75","적설없음","1","18","","","-3","-1.8","0.5","60","3.6","2024-11-03 17:00:02"
"13660","강진 가우도","20241103","1700","20241103","1800","0","0","강수없음","75","적설없음","1","18","","","-1.6","0.3","0","100","1.7","2024-11-03 17:00:02"
"13661","여수 낭도","20241103","1700","20241103","1800","0","0","강수없음","70","적설없음","1","18","","","-2.2","-1.9","0.5","50","3","2024-11-03 17:00:02"
"13662","진도 금호도","20241103","1700","20241103","1800","0","0","강수없음","80","적설없음","1","17","","","-2.3","1.2","0","117","2.7","2024-11-03 17:00:02"
"13663","목포 외달도","20241103","1700","20241103","1800","0","0","강수없음","75","적설없음","1","17","","","-1.3","1.2","0","131","1.8","2024-11-03 17:00:02"
"13664","여수 송도","20241103","1700","20241103","1800","0","0","강수없음","75","적설없음","1","18","","","-2.2","-1.9","0.5","50","3","2024-11-03 17:00:02"
"13665","신안 옥도","20241103","1700","20241103","1800","0","0","강수없음","70","적설없음","1","18","","","-1.8","2.9","0.5","147","3.5","2024-11-03 17:00:02"
"13666","신안 기점소악도","20241103","1700","20241103","1800","0","0","강수없음","80","적설없음","1","18","","","1.8","0.3","0.5","261","1.8","2024-11-03 17:00:02"
"13667","보성 장도","20241103","1700","20241103","1800","0","0","강수없음","80","적설없음","1","17","","","-0.5","0.4","0","124","0.7","2024-11-03 17:00:02"
"13668","신안 선도","20241103","1700","20241103","1800","0","0","강수없음","80","적설없음","1","18","","","1.8","-0.1","0.5","273","1.8","2024-11-03 17:00:02"
"13669","무안 탄도","20241103","1700","20241103","1800","0","0","강수없음","75","적설없음","1","18","","","0.8","0.3","0","249","0.9","2024-11-03 17:00:02"
"13670","신안 고이도","20241103","1700","20241103","1800","0","0","강수없음","75","적설없음","1","18","","","0","1.3","0.5","180","1.3","2024-11-03 17:00:02"
"13671","여수 연도","20241103","1700","20241103","1800","0","0","강수없음","70","적설없음","1","17","","","-3.6","-2.6","0.5","55","4.5","2024-11-03 17:00:02"
"13672","완도 생일도","20241103","1700","20241103","1800","0","0","강수없음","75","적설없음","1","17","","","-3.9","-2.2","0.5","61","4.6","2024-11-03 17:00:02"
"13673","완도 소안도","20241103","1700","20241103","1800","0","0","강수없음","80","적설없음","1","17","","","-4.4","-1.6","0.5","70","4.8","2024-11-03 17:00:02"
"13674","진도 관매도","20241103","1700","20241103","1800","0","0","강수없음","70","적설없음","1","19","","","-5","1.5","0.5","106","5.3","2024-11-03 17:00:02"
"13675","진도 대마도","20241103","1700","20241103","1800","0","0","강수없음","70","적설없음","1","19","","","-5","1.5","0.5","106","5.3","2024-11-03 17:00:02"
"13676","여수 대횡간도","20241103","1700","20241103","1800","0","0","강수없음","70","적설없음","1","17","","","-3.6","-2.6","0.5","55","4.5","2024-11-03 17:00:02"
"13677","완도 금당도","20241103","1700","20241103","1800","0","0","강수없음","70","적설없음","1","18","","","-3.4","-1.9","0.5","62","4","2024-11-03 17:00:02"
"13678","완도 여서도","20241103","1700","20241103","1800","0","0","강수없음","80","적설없음","1","17","","","-4.4","-2.4","0.5","62","5.1","2024-11-03 17:00:02"
"13679","영광 안마도","20241103","1700","20241103","1800","0","0","강수없음","80","적설없음","1","18","","","1.9","0.7","0.5","250","2","2024-11-03 17:00:02"
"13680","신안 우이도","20241103","1700","20241103","1800","0","0","강수없음","70","적설없음","1","18","","","-0.9","3.2","0.5","163","3.4","2024-11-03 17:00:02"
"13681","여수 손죽도","20241103","1700","20241103","1800","0","0","강수없음","65","적설없음","1","20","","","-4.5","-3.6","0.5","52","5.8","2024-11-03 17:00:02"
"13682","강진 가우도","20241103","2000","20241103","2100","0","0","강수없음","85","적설없음","1","15","","","-1.4","0.3","0","101","1.5","2024-11-03 20:00:01"
"13683","여수 낭도","20241103","2000","20241103","2100","0","0","강수없음","75","적설없음","1","17","","","-2.4","-1.6","0.5","57","3","2024-11-03 20:00:01"
"13684","진도 금호도","20241103","2000","20241103","2100","0","0","강수없음","90","적설없음","1","14","","","-2.1","1.1","0","117","2.5","2024-11-03 20:00:01"
"13685","목포 외달도","20241103","2000","20241103","2100","0","0","강수없음","90","적설없음","1","13","","","-1.2","0.9","0","125","1.6","2024-11-03 20:00:01"
"13686","여수 송도","20241103","2000","20241103","2100","0","0","강수없음","80","적설없음","1","16","","","-2.6","-1.6","0.5","59","3.1","2024-11-03 20:00:01"
"13687","신안 옥도","20241103","2000","20241103","2100","0","0","강수없음","80","적설없음","1","17","","","-3","3.3","0.5","137","4.5","2024-11-03 20:00:01"
"13688","신안 기점소악도","20241103","2000","20241103","2100","0","0","강수없음","85","적설없음","1","16","","","-1.2","2.9","0.5","156","3.2","2024-11-03 20:00:01"
"13689","보성 장도","20241103","2000","20241103","2100","0","0","강수없음","90","적설없음","1","13","","","-0.3","-0.7","0","30","0.8","2024-11-03 20:00:01"
"13690","신안 선도","20241103","2000","20241103","2100","0","0","강수없음","85","적설없음","1","16","","","-1.1","2.5","0.5","154","2.8","2024-11-03 20:00:01"
"13691","무안 탄도","20241103","2000","20241103","2100","0","0","강수없음","85","적설없음","1","15","","","-1.2","1.7","0","143","2.1","2024-11-03 20:00:01"
"13692","신안 고이도","20241103","2000","20241103","2100","0","0","강수없음","85","적설없음","1","15","","","-1.6","2.2","0.5","142","2.8","2024-11-03 20:00:01"
"13693","여수 연도","20241103","2000","20241103","2100","0","0","강수없음","75","적설없음","1","16","","","-3.8","-2","0.5","63","4.4","2024-11-03 20:00:01"
"13694","완도 생일도","20241103","2000","20241103","2100","0","0","강수없음","75","적설없음","1","16","","","-3.6","-1.1","0.5","73","3.9","2024-11-03 20:00:01"
"13695","완도 소안도","20241103","2000","20241103","2100","0","0","강수없음","85","적설없음","1","16","","","-3.9","-0.4","0.5","84","4","2024-11-03 20:00:01"
"13696","진도 관매도","20241103","2000","20241103","2100","0","0","강수없음","80","적설없음","1","18","","","-4.3","2.2","0.5","117","4.9","2024-11-03 20:00:01"
"13697","진도 대마도","20241103","2000","20241103","2100","0","0","강수없음","80","적설없음","1","18","","","-4.3","2.2","0.5","117","4.9","2024-11-03 20:00:01"
"13698","여수 대횡간도","20241103","2000","20241103","2100","0","0","강수없음","75","적설없음","1","16","","","-3.8","-2","0.5","63","4.4","2024-11-03 20:00:01"
"13699","완도 금당도","20241103","2000","20241103","2100","0","0","강수없음","75","적설없음","1","17","","","-3","-1.1","0.5","70","3.3","2024-11-03 20:00:01"
"13700","완도 여서도","20241103","2000","20241103","2100","0","0","강수없음","80","적설없음","1","16","","","-4.1","-0.9","0.5","78","4.3","2024-11-03 20:00:01"
"13701","영광 안마도","20241103","2000","20241103","2100","0","0","강수없음","80","적설없음","1","17","","","0","2.6","0.5","178","2.6","2024-11-03 20:00:01"
"13702","신안 우이도","20241103","2000","20241103","2100","0","0","강수없음","80","적설없음","1","17","","","-2.6","4","0.5","146","4.8","2024-11-03 20:00:01"
"13703","여수 손죽도","20241103","2000","20241103","2100","0","0","강수없음","65","적설없음","1","20","","","-4.5","-2","0.5","67","5","2024-11-03 20:00:01"
"13704","신안 반월박지도","20241103","2300","20241104","0000","0","0","강수없음","90","적설없음","1","15","","","-1.5","3.9","0.5","158","4.2","2024-11-03 23:00:01"
"13705","고흥 연홍도","20241103","2300","20241104","0000","0","0","강수없음","75","적설없음","1","16","","","-1.8","0.5","0.5","105","2","2024-11-03 23:00:01"
"13706","강진 가우도","20241103","2300","20241104","0000","0","0","강수없음","90","적설없음","1","13","","","-0.9","0.8","0","129","1.3","2024-11-03 23:00:01"
"13707","여수 낭도","20241103","2300","20241104","0000","0","0","강수없음","75","적설없음","1","16","","","-2","0","0.5","90","2.1","2024-11-03 23:00:01"
"13708","진도 금호도","20241103","2300","20241104","0000","0","0","강수없음","95","적설없음","1","13","","","-1.5","1.5","0","133","2.2","2024-11-03 23:00:01"
"13709","목포 외달도","20241103","2300","20241104","0000","0","0","강수없음","95","적설없음","1","11","","","-0.7","1.3","0","148","1.5","2024-11-03 23:00:01"
"13710","여수 송도","20241103","2300","20241104","0000","0","0","강수없음","80","적설없음","1","16","","","-2.1","0","0.5","90","2.2","2024-11-03 23:00:01"
"13711","신안 옥도","20241103","2300","20241104","0000","0","0","강수없음","85","적설없음","1","17","","","-1.8","3.7","0.5","153","4.2","2024-11-03 23:00:01"
"13712","신안 기점소악도","20241103","2300","20241104","0000","0","0","강수없음","85","적설없음","1","16","","","-0.9","4.1","0.5","166","4.2","2024-11-03 23:00:01"
"13713","보성 장도","20241103","2300","20241104","0000","0","0","강수없음","95","적설없음","1","12","","","0","-0.3","0","360","0.3","2024-11-03 23:00:01"
"13714","신안 선도","20241103","2300","20241104","0000","0","0","강수없음","85","적설없음","1","15","","","-0.9","3.9","0.5","166","4","2024-11-03 23:00:01"
"13715","무안 탄도","20241103","2300","20241104","0000","0","0","강수없음","90","적설없음","1","14","","","-0.8","2.3","0","159","2.5","2024-11-03 23:00:01"
"13716","신안 고이도","20241103","2300","20241104","0000","0","0","강수없음","90","적설없음","1","14","","","-1.1","2.5","0.5","154","2.8","2024-11-03 23:00:01"
"13717","여수 연도","20241103","2300","20241104","0000","0","0","강수없음","75","적설없음","1","16","","","-2.9","0","0.5","90","3","2024-11-03 23:00:01"
"13718","완도 생일도","20241103","2300","20241104","0000","0","0","강수없음","80","적설없음","1","15","","","-2.6","0.9","0.5","108","2.8","2024-11-03 23:00:01"
"13719","완도 소안도","20241103","2300","20241104","0000","0","0","강수없음","85","적설없음","1","15","","","-2.9","1","0.5","108","3.2","2024-11-03 23:00:01"
"13720","진도 관매도","20241103","2300","20241104","0000","0","0","강수없음","80","적설없음","1","19","","","-2.7","3.1","0.5","138","4.2","2024-11-03 23:00:01"
"13721","진도 대마도","20241103","2300","20241104","0000","0","0","강수없음","80","적설없음","1","19","","","-2.7","3.1","0.5","138","4.2","2024-11-03 23:00:01"
"13722","여수 대횡간도","20241103","2300","20241104","0000","0","0","강수없음","75","적설없음","1","16","","","-2.9","0","0.5","90","3","2024-11-03 23:00:01"
"13723","완도 금당도","20241103","2300","20241104","0000","0","0","강수없음","75","적설없음","1","16","","","-2.2","0.7","0.5","107","2.4","2024-11-03 23:00:01"
"13724","완도 여서도","20241103","2300","20241104","0000","0","0","강수없음","80","적설없음","1","16","","","-3","0.9","0.5","106","3.2","2024-11-03 23:00:01"
"13725","영광 안마도","20241103","2300","20241104","0000","0","0","강수없음","80","적설없음","1","17","","","-0.3","4.9","0.5","175","4.9","2024-11-03 23:00:01"
